id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
4OIHNZzRny0mEuoEuaD1PZ,0.0159,0.636,0.821,0.781,0.451,-8.1,0.0508,176.923,0.652
1DT7hDydkittW6ISrNfuNL,0.000441,0.458,0.874,0.7,0.383,-4.557,0.0472,174.995,0.0976
6XJoAmkBykO4ErHgCQ1upJ,0.000141,0.463,0.89,0.547,0.344,-5.008,0.0593,174.984,0.0578
6jngF5xJrRvo2tmRPrDVoI,0.00061,0.41,0.95,0.519,0.375,-3.955,0.0428,174.061,0.258
48xejco5XPvW43lgXV3Aj9,0.00104,0.445,0.943,0.018,0.685,-1.584,0.204,174.95,0.163
0wb7CPHBIISYjjU1wiwZVn,0.000607,0.54,0.9,4.14e-06,0.101,-5.239,0.0482,139.962,0.386
0HWsODg0T9FnKyN8bM77yf,0.000135,0.544,0.861,0.593,0.341,-7.62,0.0558,175.456,0.0411
2M5UDdAO32F1d8eMiwSvYC,8.9e-05,0.558,0.959,0.511,0.187,-4.32,0.078,164.927,0.341
2VCrxNnd8PVn9hil4uRxOL,0.181,0.737,0.538,0.874,0.0824,-10.76,0.0669,87.376,0.265
7EPy2iZV0tdXJF9W9Bkof2,0.000244,0.711,0.903,0.256,0.0955,-3.429,0.0808,87.017,0.0757
7HLaTAY3Ek6EAasJXIg98z,0.000411,0.658,0.944,0.902,0.0937,-4.337,0.0728,174.018,0.563
0xXunWJmsMO4RQnD0oIiXV,0.00512,0.53,0.906,0.778,0.111,-4.887,0.0551,174.997,0.0352
5igFO17PyV8DfH442q7yXn,0.000159,0.449,0.952,0.902,0.102,-4.572,0.0627,174.962,0.0559
5rnzx44wgukD2oCx2mZbdU,0.00127,0.478,0.74,0.882,0.142,-7.392,0.0384,144.983,0.0506
1PW4BS9G2B8kcCnKSb65sH,0.0169,0.38,0.955,0.231,0.106,-3.573,0.0841,173.919,0.675
156oozyC0SdsnMrNnvMQQ1,0.000967,0.553,0.954,0.119,0.28,-5.166,0.045,140.021,0.529
2uYmIB176lsPlhYmX8ncyz,4.53e-05,0.33,0.793,0.306,0.106,-6.323,0.0638,173.972,0.453
2ZLkC3L8A1Z4klJtaDbpEd,0.000122,0.387,0.992,0.844,0.34,-3.373,0.448,172.02,0.31
3GCucY8KSMS80NEU0ey0by,1.72e-05,0.575,0.927,0.678,0.0819,-5.885,0.0393,138.009,0.615
1n2VdeLKjE1ZyW4Yw3W8PN,0.000297,0.494,0.937,0.924,0.358,-3.204,0.0571,175.002,0.372
00BgcUYkIImsDN5rNjkR1U,0.00621,0.362,0.941,0.552,0.0872,-2.001,0.0396,174.953,0.103
0XjXujyj9tTEnGVZOPmvxJ,0.00278,0.492,0.76,0.508,0.121,-4.01,0.041,87.481,0.0334
4EEXhIGIMWjcw8nWgkC2QG,0.00174,0.564,0.76,0.401,0.0527,-4.87,0.15,175.047,0.753
5gskl1GQnRrlKgWHepXlDu,0.00141,0.374,0.932,0.00331,0.274,-2.692,0.0365,176.968,0.543
0bYTn1MQYYKeun1YupxDpX,0.00331,0.397,0.973,0.266,0.0902,-4.858,0.0634,174.012,0.384
6XmRWzv1WlkNgfWxshJOX0,0.0128,0.36,0.67,0.853,0.0901,-6.451,0.158,173.763,0.234
4YS7cziBoUrO0Dqtczy8ls,0.00029,0.506,0.876,0.768,0.0755,-6.097,0.0363,174.023,0.129
0Wk9bnyJcfQRMF0XVu51ph,0.00012,0.439,0.949,0.778,0.147,-3.926,0.167,174.966,0.484
0YG2YUeAdg9mvZL21ReXAa,0.00383,0.524,0.925,0.0806,0.0868,-2.752,0.0333,142.002,0.315
79l4ykebfYH6LhgMitF7v4,6.24e-05,0.36,0.888,0.113,0.0864,-6.242,0.0677,174.982,0.109
2RzF4gZGV5EygllkBJdiqw,0.000115,0.225,0.908,1.18e-05,0.31,-3.529,0.0463,86.958,0.331
4e8HqL0vVLpWM3ANZrrA78,0.00246,0.54,0.892,0.00413,0.0628,-8.521,0.0873,174.965,0.612
0zyclBmXJ8lYA1W9eDVWAT,0.000565,0.638,0.983,0.004,0.454,-2.815,0.0988,180.047,0.646
1hCDqrMiUaYaGt8jVDFNLd,2.47e-05,0.471,0.8,0.715,0.186,-5.892,0.0355,173.014,0.175
3GvxtxWMF6amDhbkqgoKXs,0.000331,0.402,0.975,0.559,0.37,-2.019,0.0517,175.951,0.122
1aRKFPY22NEUhRXk1EaNQQ,0.000326,0.412,0.815,0.204,0.375,-4.936,0.0485,174.049,0.38
13xDNcUNMt4L9y6ckxeQJ1,0.000251,0.544,0.902,0.102,0.116,-5.262,0.0396,174.035,0.272
4VtC5jpW4jza3oF6HGd657,4.09e-05,0.516,0.893,0.0952,0.981,-5.434,0.0309,87.054,0.326
1od9uCzHlrgdMLAQ9tx1zU,0.0126,0.44,0.94,7.47e-06,0.117,-3.657,0.0528,174.203,0.279
666elemQTQGi8xbjAAdIgB,0.00264,0.544,0.728,0.00959,0.427,-5.358,0.05,174.983,0.281
6HCe5oAnZjX5h4UVj4WqKw,0.000401,0.518,0.957,0.786,0.0864,-4.604,0.123,173.975,0.339
1R7tb8apHoiNT9yCURdyJx,4.55e-05,0.472,0.992,0.73,0.941,-4.497,0.145,86.976,0.232
7IxlecnPWBQAuvaMpur47r,0.00076,0.463,0.927,0.0045,0.307,-3.925,0.0662,174.964,0.51
1QgF4TrmwmQ10Bd30Zpmpk,0.0126,0.571,0.871,0.0028,0.0542,-5.907,0.0511,175.027,0.371
7q85l1IotccRFlv3GgsvEU,0.00426,0.514,0.675,0.267,0.105,-10.966,0.0801,154.962,0.0812
6p6uByaFRKLblH2deQQN1R,0.000442,0.514,0.813,0.171,0.169,-4.534,0.0435,174.05,0.252
4MyDIuA1LCPHKLnZeUDuI8,0.000384,0.364,0.96,0.741,0.273,-7.032,0.355,174.966,0.0336
03pULHXZB4klVSLJsHh7h4,0.00179,0.432,0.953,0.0,0.296,-3.856,0.387,175.023,0.18
1uLezU4Q25S9XfJoMcLOkc,0.0455,0.442,0.982,0.918,0.0376,-4.426,0.067,172.976,0.205
33JQPxEeZJGeSuEU5aXLwr,0.00013,0.385,0.951,0.0224,0.251,-4.074,0.0386,173.971,0.102
3MWo1CF5f2ILKuEELaMwIr,0.00295,0.332,0.829,0.0438,0.13,-4.186,0.0672,117.242,0.219
1yjhzuKlLUFR2YDGHZynjs,3.45e-05,0.544,0.91,0.721,0.0732,-3.905,0.068,174.043,0.0918
1syJnAmuLhxg39YtYCgvFt,0.000197,0.432,0.975,0.00694,0.54,-0.251,0.0399,173.925,0.16
6JxF1IMj2nMPQtKe2KUhgj,0.000264,0.381,0.88,0.266,0.116,-6.113,0.0387,172.118,0.172
44ADJ1ToEv1E2Nz7tlO9fU,0.00067,0.478,0.965,0.00859,0.472,-1.211,0.0567,173.998,0.441
0QwzCPyTv6UnzjAhZZ0CkB,0.00325,0.532,0.948,0.449,0.14,-5.153,0.0818,141.513,0.376
6ZaDATnn6oFgzC2MNB3TXo,0.000147,0.596,0.796,0.105,0.186,-4.693,0.0578,174.001,0.417
4VP5koFuJlqQpmApVk15sx,0.00362,0.481,0.841,0.91,0.0547,-7.851,0.0409,174.991,0.34
1KNWLV6YchpDzqxkrb7AnC,0.000667,0.556,0.948,0.103,0.0505,-5.522,0.0886,174.975,0.505
0iQrfOzg81ILbmm3w3NqzN,2.42e-05,0.456,0.873,0.588,0.193,-7.028,0.0458,173.98,0.428
188PRa1Ed36ll17I0kL1aa,0.0853,0.479,0.967,0.0523,0.0871,-4.3,0.043,174.003,0.647
6eim7EO1nw2pDbrREbzALA,0.00144,0.604,0.94,0.832,0.167,-7.941,0.0918,173.95,0.408
4FRpR1UFLaIk2eEmKoB0hF,0.00998,0.374,0.905,0.722,0.238,-6.52,0.0368,169.997,0.308
5KG54kWnfzP8oT22vLJC3d,0.028,0.426,0.913,0.545,0.316,-6.059,0.0526,175.009,0.17
1a9e7RRXwdS2Ks7Lp2gtwS,0.000525,0.498,0.979,0.752,0.321,-4.052,0.0885,174.068,0.238
4RgJa8xTLuC3altJtoSj5x,0.00131,0.511,0.738,0.0,0.058,-4.325,0.0395,136.11,0.415
13K6MvYbv9ANqfGmql7m9N,0.00594,0.541,0.748,0.787,0.0539,-6.656,0.0377,174.028,0.194
4qW3n3tp1MPQ2sxxamy9Xx,0.0143,0.623,0.964,0.07,0.111,-2.811,0.365,87.507,0.328
2nPZBHTAqV2NeD0gTHIVBX,0.00021,0.455,0.96,0.788,0.114,-3.711,0.0385,173.993,0.454
1ThLDNJT8QUsbMEH48Vye5,0.00016,0.511,0.981,0.886,0.0983,-1.473,0.0565,175.031,0.255
0TIPalHxtgU5AvaIC1p3zk,0.00033,0.514,0.842,0.0793,0.173,-4.132,0.0388,175.055,0.11
7x3NixBTPGcsX2U6ItXB6K,0.000545,0.569,0.885,0.57,0.545,-4.54,0.0445,173.998,0.237
31WUB9gHjcbsS5dksnnTyK,0.0233,0.671,0.949,0.0337,0.076,-7.276,0.216,149.983,0.285
3A4kyWfQUMDbxxIo5JiIJo,0.0443,0.506,0.945,0.837,0.39,-3.611,0.0549,174.172,0.131
0wfplXvoyb8vY4MjFw0pDz,0.0212,0.51,0.7,0.0234,0.1,-6.156,0.0392,173.972,0.188
1wy2BNVDSVfgYZAlqb9tKG,0.000185,0.663,0.998,0.282,0.39,-0.299,0.204,84.985,0.253
4lxM2sA1WNjBpxmtxYNHmq,6.43e-05,0.394,0.996,0.868,0.174,-4.963,0.188,173.995,0.0697
2nz3sWiSgRdKg9mTSxjnKI,8.08e-05,0.457,0.991,0.0282,0.127,-2.803,0.111,173.978,0.506
6Nsbu2QgT2RR5Q1RZTOkfs,0.00569,0.477,0.849,0.902,0.207,-5.621,0.0373,175.019,0.0634
2awPsInnHqeHF08cJQiQzB,0.000278,0.635,0.908,0.123,0.0516,-4.289,0.0525,175.022,0.643
3et6m2XCVK7n4mpDaSbuUP,0.0127,0.471,0.781,0.000668,0.0775,-5.68,0.0492,175.05,0.255
6al51bAQ76QHZD40uhY2Xu,0.0107,0.694,0.84,0.783,0.0788,-6.375,0.0919,170.011,0.688
5RgsBjU2aCCKQJG0JjtwTZ,0.0843,0.671,0.8,0.0,0.15,-2.769,0.0882,127.961,0.809
6xiczjkT4ppXRCcsvCqgNg,0.0261,0.608,0.796,0.93,0.144,-3.23,0.16,171.99,0.0855
4ahk022vrjSsyoMXWHSxgQ,0.0533,0.63,0.728,0.0785,0.39,-8.667,0.0451,139.983,0.175
75Ik1zcZSvXSVCFHPwQr4E,4.45e-05,0.443,0.945,0.53,0.354,-4.495,0.0518,174.006,0.282
29dioTXrYVzaSH6WHcmydX,0.00679,0.56,0.871,0.55,0.12,-4.322,0.0442,86.004,0.494
3U5aILXwgt4VrTr1ta1AAm,0.00217,0.497,0.727,0.0428,0.124,-3.796,0.0412,73.978,0.191
03EuhmMsEHVFI9ytainStU,0.000672,0.513,0.775,0.248,0.409,-7.202,0.0304,139.932,0.205
44k0tzWL7Ct92IKwwtncnE,0.00546,0.578,0.997,0.659,0.201,-1.75,0.208,174.927,0.313
79AAnyxNAlnMQ9mWRO4ILD,0.0153,0.373,0.875,0.00428,0.0989,-1.636,0.0406,115.997,0.168
7GZPz0d1Ti5PfrvtC5uqaK,0.000264,0.363,0.815,0.447,0.113,-4.729,0.04,173.936,0.135
3IOGAOqhGeaEzGMkmuhTf3,0.0324,0.619,0.923,0.87,0.0687,-5.607,0.0955,159.831,0.366
7jj3WOz7xCL93T90Ha3deG,0.000815,0.353,0.916,0.764,0.233,-3.657,0.0446,175.232,0.146
2Mbuqx8pMpWrOIbhdW9WMT,0.000248,0.437,0.874,0.387,0.0878,-4.807,0.035,174.02,0.319
1ihU3DkQIl9nvFkltebQAT,0.000159,0.676,0.734,0.876,0.0642,-6.279,0.0681,170.001,0.704
42PZRwKoxTZHFTz1A1im3R,0.000647,0.434,0.974,0.0223,0.501,-1.469,0.223,174.012,0.545
6BB1uAqSPj1UtGqzJeoAge,0.000288,0.376,0.979,0.00302,0.737,-1.863,0.149,175.081,0.244
4lmPg0C3GRq83kr3Vg4fMI,0.00613,0.543,0.927,0.85,0.681,-5.021,0.0681,174.004,0.288
1BV7y4aoPBDeKmUQykCsDv,0.000644,0.51,0.944,0.765,0.103,-2.682,0.137,88.006,0.0396
048AbE9LVZn2qc4mKxoEO9,0.175,0.384,0.7,0.0,0.162,-2.676,0.0386,86.523,0.182
4auZNB5ltMzhEtkbLVY291,0.0017,0.438,0.948,0.755,0.204,-4.13,0.0431,173.996,0.381
7ArLOpkMN0wk9fzwfUj314,0.0002,0.204,0.964,0.93,0.123,-2.134,0.0858,175.004,0.401
75yJ68xM99aeY9ZJ9sd9iA,0.000312,0.485,0.888,0.535,0.122,-5.286,0.0762,175.073,0.0375
3nM2j6bQ8RZVgkv4zxBRVn,0.000373,0.348,0.902,0.548,0.879,-5.291,0.054,174.989,0.11
0Z99qIN6Vur4XDCI6ez7A2,0.00513,0.397,0.865,0.000438,0.56,-3.498,0.0428,173.954,0.247
4wMMiSEzBgqpkTX4XyTNOU,0.00226,0.464,0.903,0.0336,0.111,-4.072,0.0527,174.082,0.461
2fBzt7a2PeIUkqZ6Hb3Udp,0.000491,0.59,0.941,0.00539,0.168,-2.959,0.0472,86.999,0.439
55TVHFjh5ZaAt8dOZaecZo,0.0142,0.637,0.901,0.847,0.0412,-7.551,0.0663,172.977,0.219
5LrE92ypQTdgsGouP1Y0Os,0.000323,0.402,0.968,0.79,0.0983,-1.14,0.0519,172.986,0.151
1idtOXkLOqAuKEGG6Ep9ZZ,0.026,0.738,0.701,0.926,0.0924,-1.515,0.0749,172.033,0.124
6AbVJjzv7thIvmMCuhZrmK,0.00119,0.556,0.881,0.0,0.0709,-2.224,0.082,104.973,0.337
5ruWnyGX0r6v8b2JisDHDo,0.000966,0.486,0.927,0.0373,0.136,-4.798,0.0486,115.62,0.104
6c1hFCCh7JtC84gKIYzPb7,0.000189,0.598,0.892,0.775,0.302,-4.232,0.0943,172.027,0.202
5Qjt6zwxuk708FpK9TKp6K,0.000123,0.43,0.849,0.0499,0.152,-4.12,0.0359,175.008,0.386
1cSNuvV33332rYEx8L9rqJ,0.0958,0.439,0.878,0.748,0.0528,-7.493,0.0393,174.99,0.0394
5hheOgQjyTvUilRgBj6Wru,0.0336,0.458,0.922,0.00345,0.293,-2.974,0.0549,173.045,0.141
0fhUcLbuphj1aeI4p4gjgx,0.00112,0.799,0.788,0.000182,0.0846,-4.921,0.101,88.662,0.855
0gMm0sOHBn8Sl51MXH7fg9,0.000359,0.56,0.896,0.0441,0.354,-4.736,0.0466,175.074,0.611
5pwMhVueICZLGP1k7ZzxGi,0.000354,0.442,0.856,0.551,0.102,-4.461,0.0314,173.021,0.296
6y1eETnpFuu4UH8JVhzrgy,0.827,0.486,0.866,0.0,0.942,-5.324,0.499,173.069,0.769
3k45bXIbPCNNagsd03wP7K,4.48e-05,0.563,0.932,0.343,0.0296,-3.511,0.0589,175.004,0.385
602avAJ0uHc0mSXlRhv0L5,2.51e-05,0.209,0.944,0.564,0.179,-5.536,0.0593,174.03,0.352
6QUZBQ4Np2HMkRhs3pmF5U,0.000198,0.417,0.933,0.566,0.223,-2.701,0.0479,174.022,0.157
2tk5wBN5bQcHlCQ2xubzyX,0.00464,0.609,0.772,0.88,0.199,-3.366,0.0512,174.975,0.0362
6ViRWis6eqZL9eDIH6dRSu,0.00037,0.459,0.917,0.868,0.0691,-6.486,0.0406,173.005,0.483
4n3uN2tCNDQaE3SUuF5Hjv,0.0005,0.585,0.879,0.89,0.104,-4.294,0.0524,175.946,0.797
6TaAiBVm5ppjCLDbiXx8bg,0.00634,0.458,0.947,0.63,0.431,-2.65,0.0626,174.03,0.22
4Z763pIfBc1ozgswXHWbox,0.327,0.297,0.953,0.319,0.391,-3.698,0.167,174.95,0.208
578owUVOiIoVPGdwBwQRiP,0.00663,0.551,0.963,0.923,0.0891,-5.527,0.0466,172.049,0.84
4BlkYkdX6MGJNKNbFbjazE,0.086,0.379,0.879,0.197,0.124,-5.851,0.0432,174.049,0.0335
7hFHegJcdgPdn50M1TD6Ln,0.00135,0.448,0.928,0.918,0.051,-4.209,0.033,174.962,0.158
7lc9xHnT8A4nOknWUCmYgL,7.78e-05,0.613,0.913,0.563,0.874,-5.153,0.0428,87.516,0.425
6cdfsQDoEaFCnEF4amL5rY,0.00212,0.528,0.968,0.103,0.987,-5.232,0.0802,138.037,0.109
6oS51pWg0GqbddLT9DnzTI,0.000154,0.587,0.948,0.442,0.347,-2.564,0.271,175.184,0.536
5hvegt2rnsuCMhDOXkPffC,0.00107,0.574,0.918,0.528,0.0268,-2.71,0.0402,119.051,0.258
6oloDVn5pq5pzmwbPl7vQC,0.322,0.605,0.981,0.000382,0.185,-4.435,0.303,84.331,0.377
3VPBqHUd17ZvEgabW9ZOUU,0.00809,0.483,0.923,4.06e-05,0.0929,-4.477,0.0475,176.001,0.0798
7BPVjSTnKJuO4t9IaXgAXT,0.000445,0.303,0.695,0.454,0.115,-8.572,0.0536,162.662,0.227
4FQ5wDfGVEeRSNtNmEucEU,0.00915,0.475,0.922,0.848,0.102,-4.836,0.0677,173.982,0.496
56hiZFukkfApBKgVv7np4c,4e-05,0.413,0.888,0.934,0.26,-5.727,0.0397,174.997,0.032
3mnFHb1y5dZdv5G85KRs30,0.000154,0.483,0.804,0.401,0.0302,-3.954,0.0344,174.086,0.261
0BfFWDl0E16Q4bfZum0kWF,0.00074,0.41,0.899,0.812,0.182,-6.166,0.039,175.09,0.387
1Ggr8oRVYOz7VCOxsvuPu0,0.00733,0.618,0.952,0.00368,0.197,-3.308,0.323,171.944,0.577
4BzwuxZRf7JsMgixkmzGLt,0.0154,0.696,0.679,0.864,0.431,-10.211,0.0744,177.008,0.658
1yrzCleuDqnkTS5yn6LiqM,0.000814,0.526,0.854,0.117,0.292,-4.04,0.0386,85.986,0.281
77hEHGv6PsxkdRaRhj5rVu,0.133,0.628,0.768,0.774,0.919,-11.907,0.0525,87.368,0.176
1RSW2ltqNInsGxJHeyky4b,0.0133,0.518,0.951,0.0583,0.17,-4.023,0.0353,87.008,0.375
3IKSCoHEblCE60IKr4SVNd,0.000162,0.512,0.768,0.00128,0.242,-3.9,0.0297,174.93,0.295
0ryawd1Tj2c0y4ddq6X0Nu,0.00216,0.496,0.833,1.62e-06,0.0582,-4.058,0.0835,175.023,0.325
4iQHSpFWFfVaG1rmhtdfMp,0.00366,0.622,0.936,0.531,0.0557,-3.598,0.115,172.063,0.741
24E2MpUjraoaOB86EfxRnx,0.00028,0.527,0.778,0.88,0.13,-5.678,0.0509,172.997,0.0285
2jQqqjwvFvSJrfxPdBzR4l,0.00031,0.426,0.975,0.598,0.186,-2.644,0.0552,171.985,0.0693
1yUkvI4Pv8mbJ8VRvmAVP9,0.000294,0.467,0.952,0.605,0.695,-3.026,0.0596,174.096,0.0396
5iYAoPnkgaeg6IKIRKBaUN,0.00154,0.461,0.922,0.00111,0.35,-4.692,0.301,175.09,0.221
1SEPNX4M86N7skvm2e2Rhb,0.00112,0.568,0.936,0.869,0.0571,-7.608,0.0448,175.002,0.843
4c1XqLQOMZjuA7gqIC0ZGi,0.0444,0.367,0.951,0.494,0.384,-6.567,0.49,172.011,0.0579
37aP7sxMcaRmHNG4dvkmBN,0.00111,0.529,0.932,0.849,0.322,-4.585,0.0419,174.007,0.2
0LPGnmxeAFwabBQfssX65M,0.000112,0.483,0.833,0.8,0.0874,-8.468,0.0408,173.025,0.479
4cLYIACSqhueR0CP9hhphV,0.00109,0.49,0.946,0.893,0.311,-5.201,0.0574,176.003,0.057
6DxJ7j1keQ61j3ybhtMnAQ,0.00272,0.536,0.86,0.491,0.316,-5.572,0.179,172.02,0.362
5XKU1x7nVAU7Rw8A9ufEYG,0.0038,0.432,0.857,0.00463,0.128,-5.579,0.0575,140.029,0.0459
2A7ZZ1tjaluKYMlT3ItSfN,2.92e-05,0.432,0.969,0.00768,0.385,-3.131,0.0599,174.031,0.218
37csgoc5u42HKFfCcBZ5Fp,0.105,0.668,0.936,0.0206,0.228,-13.419,0.115,174.774,0.528
5usNkPh9ULXsNAAU94rL5n,0.0124,0.455,0.786,0.0916,0.236,-7.538,0.0496,173.927,0.198
0Fw89D7HfJP0LmST4Zot78,0.000517,0.585,0.854,0.522,0.0844,-3.966,0.111,172.025,0.615
5E1UIRcuHd7Rr7PYbQSEOu,3.54e-05,0.554,0.859,0.518,0.498,-6.021,0.0361,139.973,0.382
14SnIip98tGrbVSjFlax4K,0.00774,0.626,0.987,0.797,0.139,-2.18,0.114,175.028,0.578
10PkZPPq9DQeOZ54rxp02l,3.88e-05,0.448,0.939,0.871,0.111,-4.123,0.0365,175.01,0.193
7AQrHrCFMxR29oiPfQzlHJ,0.052,0.513,0.84,0.0,0.152,-2.311,0.0617,88.1,0.307
6OrKd2r5I7VDU0qjNKFINA,0.0041,0.47,0.959,0.132,0.239,-3.96,0.0698,174.013,0.0869
3ntmz2S2VuLSnAWxeigYT4,0.00074,0.539,0.886,0.589,0.103,-4.913,0.043,174.994,0.257
10q2m2CeSr9UyYE8SMmgYc,0.0106,0.756,0.793,0.23,0.506,-7.237,0.255,172.113,0.174
0mq8gFHMpr9Pc1603T7cdS,0.0169,0.465,0.639,0.00261,0.155,-7.259,0.0632,159.044,0.136
2n4eW9n8GMgm9KOAJVH7cN,0.00155,0.567,0.879,0.686,0.13,-4.178,0.0549,172.973,0.374
2hzHhqissy9LITtm8PTXtZ,0.00136,0.487,0.98,0.902,0.315,-3.219,0.145,174.988,0.42
0vW8WJaDlGxoAiFC6Y34Xb,0.000228,0.468,0.946,0.869,0.124,-2.564,0.0423,174.035,0.478
2XRVX8Gs5t3ofmMqyF9pqv,0.0549,0.411,0.836,0.958,0.0855,-13.27,0.0468,172.019,0.275
0BOR2POjqhFg2H35tah7lX,0.00664,0.498,0.794,0.0397,0.177,-4.161,0.136,87.549,0.112
2YBFbI8ESZD8ELOeFvAQIc,0.27,0.622,0.528,0.722,0.0851,-9.654,0.0311,116.282,0.384
3oFwFUxhOgem0hPpFsor1n,0.831,0.592,0.545,0.0,0.155,-7.091,0.0746,79.073,0.713
3sNO5YDC03WoCQ6nnd15Y7,0.611,0.56,0.381,0.000547,0.14,-13.76,0.042,84.849,0.617
78xjHkTjL40U44T1ogbE6r,0.54,0.752,0.543,0.00263,0.112,-9.268,0.212,111.835,0.811
1cVsTK95nOTv4WhsPRFIuL,0.0039,0.317,0.998,0.0001,0.87,-4.026,0.082,168.256,0.405
7f7ihINdmXpOO6wsnZuaKg,0.511,0.513,0.668,0.0,0.0614,-5.693,0.0382,90.642,0.73
13McnYo2bDvC50ZS8BFROF,0.858,0.615,0.412,0.00477,0.137,-10.742,0.0435,133.365,0.425
6UfkNrMWg9UuPmzlbmACGD,0.833,0.0763,0.106,0.759,0.111,-22.726,0.0463,78.34,0.0388
6QSKXgqCys3I8lv3fEnxGP,0.618,0.614,0.787,0.913,0.095,-12.808,0.0551,115.355,0.935
0znL3d7w3EQ0LlmjuN1BR5,0.0602,0.86,0.513,0.337,0.112,-9.581,0.0483,99.018,0.384
2LdlxzJLl1bUmjWVb2nP3P,0.0607,0.656,0.895,0.000775,0.118,-5.227,0.034,106.032,0.751
2wNX7kuVB9ijaUGs02TJcK,0.00039,0.34,0.953,0.331,0.351,-7.048,0.0623,79.595,0.342
3eTdGNpKtMkcX3e4wti4r7,0.99,0.647,0.115,0.909,0.135,-21.502,0.0381,119.959,0.306
6FajJfTlwR9r1kkGlKlB8c,0.929,0.433,0.0627,0.0,0.136,-22.462,0.173,85.216,0.548
2wZ1DoIFhiu3OdGBgIAKFH,0.000191,0.518,0.86,1.64e-05,0.243,-5.341,0.0413,79.034,0.614
4HKFCQ1SVfXwa9bQ3a2j59,0.675,0.704,0.361,4.81e-05,0.103,-13.914,0.0454,132.664,0.162
6ya4H1WrfWBu1173o7Sq0i,0.681,0.643,0.623,0.0363,0.1,-5.846,0.0339,96.181,0.803
7sZ6gpg4VjRPr8Og0TEBDI,0.782,0.59,0.656,0.767,0.133,-5.677,0.034,101.64,0.417
2waQKyhYkF4GX2Qc1OsmrD,0.772,0.776,0.279,0.134,0.0567,-10.45,0.0615,135.866,0.509
6aYKHeH3BKISEdlQuOM2ta,0.992,0.304,0.033,0.963,0.0922,-23.072,0.0655,71.282,0.0394
1waVFdxEBPHEzvAe2YgnhI,0.84,0.434,0.256,0.878,0.13,-17.965,0.0441,110.122,0.33
1unQAz3VTpgqDZktRahUdG,0.00041,0.886,0.687,0.816,0.199,-7.222,0.119,98.991,0.675
05CF4ATpqROLTQVYABNZ3W,0.626,0.702,0.269,0.0406,0.125,-15.172,0.0365,99.747,0.397
4M6FuBh0zCSLFgoJ2SAWuw,0.422,0.674,0.665,0.00337,0.117,-7.298,0.0699,91.052,0.904
4xGFcQEIjtmbPD6Jsxq14M,0.867,0.641,0.14,0.00166,0.105,-16.79,0.039,129.318,0.388
3ztXJh2FNq1nr6HGNIlb5W,0.00471,0.504,0.887,0.00891,0.0382,-5.562,0.0453,75.747,0.412
4WA9WGYDiMEynd1RkRrHC7,0.798,0.191,0.0334,0.921,0.113,-22.142,0.0369,78.946,0.066
20RO66E2YhxDEM75kEQg5R,0.242,0.742,0.917,0.00105,0.1,-4.719,0.036,130.027,0.896
4DFGaSmDjCdZdFiBoI996o,0.709,0.514,0.285,0.000358,0.0892,-16.972,0.0384,159.852,0.64
3CCGsOj2efotChiScMmCWg,0.0568,0.455,0.93,0.0,0.464,-3.21,0.126,91.41,0.429
5sAsx8AyENsvhtKwmCnm4F,0.503,0.431,0.328,0.00107,0.347,-17.312,0.0327,90.316,0.695
3JuoJbSsQCznYeijuw6ZGt,0.167,0.565,0.477,2.76e-05,0.15,-7.499,0.0343,94.61,0.171
4E6mTrdxzTGib8StPPPlyz,0.623,0.655,0.681,0.621,0.0492,-9.135,0.0474,136.936,0.964
6IqKmZd43Xw7jHCekXY1bO,0.0609,0.621,0.692,0.0131,0.203,-13.059,0.0488,120.706,0.83
507PAwSH84xCCDM3emWte7,0.696,0.621,0.463,0.0,0.101,-9.696,0.0562,80.086,0.677
2VmRhT65DhqeFpP04fVIYZ,0.966,0.343,0.00332,0.946,0.0694,-25.984,0.0376,79.985,0.0397
7wa4m54a8B6Gsb8trZRM5n,0.804,0.551,0.488,0.0,0.264,-11.583,0.0321,156.152,0.855
28XLm6llbRcoD7YEJKwFe3,0.823,0.67,0.279,0.608,0.285,-14.726,0.0348,134.857,0.208
7zEM8CqLmdWVaGXgBmDLzM,0.747,0.592,0.653,0.0011,0.181,-5.948,0.0488,99.581,0.876
1KhskNApqcI0XuIbbeERlw,0.129,0.82,0.633,0.0,0.0972,-13.816,0.0745,116.622,0.716
0TiDFGK6DkwmUBcR3itfbr,0.967,0.45,0.00696,0.86,0.0995,-28.487,0.0409,80.096,0.362
0GwawEA81IIdSCDgOJqmwc,0.367,0.799,0.891,0.00358,0.112,-6.632,0.0368,101.031,0.964
6Q48T7NHDze7TMJOYEgoaK,0.769,0.609,0.415,0.0396,0.388,-13.868,0.0361,121.166,0.348
3IlcdbAbQnUK29ukzKczfu,0.722,0.467,0.556,0.777,0.355,-13.227,0.0609,146.358,0.547
6lkNhHP3Kw1HIX3NABiQ3H,0.743,0.789,0.675,0.00591,0.106,-11.534,0.0284,109.984,0.818
1n0Gpi2eTAv9NSoUOiaj2F,0.977,0.389,0.156,0.947,0.183,-16.275,0.0323,159.973,0.0808
1mLYWvq7S78YJvQn082EpD,0.643,0.699,0.81,0.0132,0.0929,-13.175,0.0682,117.65,0.933
1Nov1m4HA8PBs2vyWjp2Cv,0.672,0.514,0.403,0.000366,0.114,-13.065,0.0325,89.672,0.598
