id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
5i2sgqnzaxYpvXmGAB592h,0.957,0.524,0.108,0.00123,0.139,-18.361,0.0493,127.982,0.322
4mGzm5ahHxMX5IhVWbU7cl,0.953,0.48,0.0322,3.78e-06,0.098,-23.781,0.0604,121.766,0.172
4DEn3hZzSs9MFwFNDla5Y5,0.989,0.394,0.15,0.908,0.342,-21.133,0.0353,97.738,0.17
5P6vo51dtkBYWXswH1twvK,0.174,0.461,0.773,0.702,0.692,-10.316,0.147,130.109,0.488
29TZQMVLv25CBm3bYn2EIQ,0.436,0.452,0.501,0.9,0.11,-13.149,0.0329,111.203,0.602
4cUgsvo0xRu0JQXIhxcXkZ,0.822,0.615,0.594,0.861,0.106,-11.719,0.234,86.657,0.586
6gkIIBgZx2661g01Nz5Qtr,0.652,0.324,0.203,0.00109,0.106,-12.948,0.0397,207.423,0.198
2uwWxQaPESir0zpeVcHRvC,0.0773,0.701,0.513,0.881,0.113,-14.369,0.034,90.886,0.74
57FfMOh9wOQ7IDDK2tmigg,0.734,0.501,0.303,0.000123,0.139,-10.722,0.0367,130.031,0.537
5P7QtBWllP1CQno3Bi834D,0.72,0.477,0.654,0.345,0.103,-17.456,0.0435,143.789,0.617
6bZf2VcN25Hu7jcLNkc5NC,0.8,0.162,0.129,0.00247,0.106,-19.644,0.0356,81.561,0.0832
3qQVUOHJdgIFWJd0jrG9GE,0.109,0.739,0.882,0.684,0.0185,-11.946,0.0539,98.424,0.941
6dZKWYSx5YBIme4SfpIHJ0,0.854,0.645,0.398,0.306,0.0731,-12.208,0.11,82.768,0.705
54zMkQWwYLKTAx2qIkl45X,0.912,0.21,0.308,0.906,0.137,-12.186,0.0374,129.101,0.0895
0U070HY5rBmCyh4SIWHrgN,0.976,0.448,0.0248,0.936,0.116,-27.715,0.0444,112.289,0.064
7JtcCde09fsajDNHmPFrX7,0.951,0.637,0.247,0.799,0.0807,-16.553,0.0393,103.006,0.584
56IF1gMvIEOQeSCWoMT7hx,0.645,0.43,0.174,0.00348,0.245,-16.976,0.1,80.926,0.291
3kOW7LYkOXJ9qE05TlKVc3,0.517,0.672,0.648,0.893,0.274,-7.934,0.027,107.498,0.921
7MrXwqdwwU57JqIOGtTbRe,0.282,0.641,0.471,0.139,0.0854,-11.82,0.0331,101.384,0.578
4LInRUJ6XN1TVnoRVAFcdB,0.15,0.629,0.156,0.0015,0.193,-18.527,0.0435,62.515,0.107
7IPEQ3ScOp9cAd3dC7JvDn,0.625,0.488,0.675,4.71e-06,0.121,-11.261,0.0651,136.224,0.718
0TYaiwJB9eLNew2VYxF6i8,0.107,0.539,0.626,0.711,0.119,-9.514,0.0467,84.956,0.375
1gHdnVaBNakuVxPY16Mx6a,0.502,0.376,0.592,1.2e-06,0.359,-13.374,0.0628,124.804,0.533
70Va8NA2Ies98TNa1XuNbl,0.806,0.533,0.434,0.907,0.102,-19.235,0.0301,107.892,0.739
21WlpZiXLelHjdoMUhHfrm,0.819,0.351,0.209,0.914,0.102,-23.533,0.0361,159.504,0.448
14FkDSrkQPko4YMhx6dLI2,0.185,0.576,0.422,0.244,0.264,-11.277,0.0594,115.478,0.57
44MyZZa2SPW0BO9XcmlU9F,0.564,0.617,0.618,0.019,0.292,-11.767,0.0339,98.924,0.849
354gNwpjlW9QKsMPLWdMv5,0.992,0.545,0.0442,0.874,0.126,-14.903,0.0382,100.229,0.34
6f6OQJv9qjqyJq9NHin45n,0.623,0.47,0.156,0.187,0.104,-17.036,0.0399,118.176,0.059
5bV5aNKjf4YelnJQHJ5PEI,0.785,0.534,0.279,0.0,0.102,-13.868,0.0926,129.002,0.539
58FidACtoULbcXLmT7hvU8,0.929,0.184,0.236,2.01e-06,0.0946,-12.875,0.0353,174.823,0.0881
4PqiyUZuSwlssWRQPRkrFh,0.929,0.37,0.104,0.908,0.144,-21.112,0.0364,78.729,0.134
3CDHydgW0ssTh59f0jy1y3,0.699,0.58,0.299,0.00386,0.0805,-13.03,0.0269,93.037,0.364
4fKbuhnNdYd9L0NTKECcJ5,0.951,0.47,0.244,0.0509,0.109,-13.608,0.0335,108.154,0.264
0DTK1wka31c9Iam2OywdKg,0.932,0.759,0.417,0.796,0.193,-10.368,0.0561,96.733,0.856
2zSyp2dLQOoRjC4xUP6I7M,0.204,0.48,0.598,0.0178,0.23,-11.922,0.172,98.914,0.792
2hspCATOKb9llyIeMik89G,0.0336,0.561,0.647,0.872,0.0741,-8.578,0.0559,157.626,0.936
08mNpIgvFDORGhekbe0n7A,0.989,0.72,0.333,0.742,0.434,-14.227,0.0493,99.639,0.912
6JWOLYMYthEM6uXO5xlW6k,0.759,0.365,0.337,0.415,0.0919,-12.591,0.0346,110.21,0.141
2yUwuEwgS6WyIf2YanF8Ax,0.986,0.58,0.0242,0.0778,0.107,-19.099,0.0674,129.722,0.178
0rsmlyJFeb3qiGxmD3jjEw,0.743,0.696,0.728,0.0537,0.0835,-6.937,0.034,124.092,0.963
4G3EKvGtqcUSZqPQIWJFxd,0.905,0.42,0.0802,0.857,0.135,-21.795,0.04,122.041,0.0541
3qQIq27L2KkSMH99rrNl2N,0.979,0.42,0.119,0.91,0.0991,-21.684,0.0455,90.127,0.19
7ysmJhXFQtiBQlk6EZ6sks,0.946,0.505,0.159,0.0127,0.212,-11.235,0.0336,59.385,0.196
7hK9jnESeCfc5fIHH76jKh,0.75,0.488,0.297,0.535,0.129,-17.101,0.0321,65.04,0.552
1pjATX7sbd6Y4jMVqIvzHk,0.868,0.258,0.139,0.00149,0.1,-13.522,0.0317,77.995,0.139
2PzI5zpqHHEbb1czdNUXSm,0.142,0.499,0.447,0.304,0.228,-11.481,0.0402,124.443,0.397
0PEgaatOV2ivOoBuIRWhgU,0.868,0.492,0.388,0.171,0.115,-13.544,0.0335,104.198,0.62
1UhJzLDFPPUXqC1bmNIlc0,0.951,0.608,0.208,0.0,0.131,-11.824,0.0316,70.9,0.239
50k2js6trDCX2iV0KsIBGx,0.977,0.365,0.115,0.0,0.1,-15.424,0.0422,68.094,0.259
6aQXP6ql5ko2Zipv3qIv1o,0.757,0.604,0.395,0.0,0.234,-13.536,0.146,85.856,0.356
4FbyGU4nbHHioKAoCpYRzH,0.966,0.508,0.124,0.78,0.12,-16.525,0.05,68.761,0.361
0bv5vUJCvXM9G0cbjeikyY,0.828,0.714,0.367,0.399,0.112,-12.855,0.0328,107.318,0.633
3cYHFvUYDVY9loQQ0LalJc,0.815,0.584,0.387,0.182,0.112,-12.666,0.0397,113.257,0.443
1jjC4VuQ3vVS8Qw19BMksE,0.821,0.466,0.441,0.901,0.58,-10.881,0.0415,79.819,0.58
5AuLuhe6LXvVod82HxJtXO,0.959,0.383,0.173,0.908,0.112,-11.969,0.0306,77.945,0.0709
1eBwxDeN0OjfRGcFSE0YxY,0.876,0.385,0.31,0.942,0.127,-17.769,0.0351,105.816,0.378
6DH9qxj2GJi0lU2Y5FDHky,0.0634,0.41,0.761,0.532,0.0994,-8.036,0.111,155.267,0.418
6F9gHI5glK7oI9ebGYtcb5,0.619,0.681,0.384,0.0,0.373,-10.817,0.0474,157.962,0.961
5Si2mbeT6nL3ysCIVsYu4R,0.451,0.759,0.638,5.34e-06,0.274,-10.211,0.0333,149.435,0.961
09JSmxCUJrjBE0dVXurHT2,0.966,0.54,0.0671,0.779,0.101,-18.633,0.0397,84.192,0.316
46QlGPMuZ1FHgrIjHLx8o9,0.458,0.71,0.299,1.33e-05,0.0547,-12.761,0.0628,109.313,0.705
7LHdSTKBYwB4GuiDwgsHri,0.907,0.152,0.0882,0.00371,0.107,-21.102,0.0336,65.923,0.121
0SiMlVdkAPr1UPgr89t6Nc,0.477,0.334,0.519,0.909,0.11,-8.152,0.0319,170.402,0.397
0vwTHK0RI01avuLIrAHp8C,0.938,0.586,0.139,0.93,0.103,-22.365,0.0381,125.886,0.197
5RWzKLxXVzkJQ702yWfp1w,0.457,0.518,0.159,0.0724,0.175,-16.645,0.06,63.841,0.351
0hY1lriPizkVAlt4XXx1pG,0.857,0.634,0.668,0.915,0.252,-10.344,0.0529,137.34,0.644
2nWHzbBWBOePUvAImQv2So,0.0317,0.878,0.951,0.544,0.0614,-5.077,0.069,111.334,0.607
1GAJG25Z6KsqrSw6Bm3u7y,0.974,0.612,0.0108,0.00305,0.292,-24.112,0.0601,94.636,0.428
5Jafpcu72SIeaOVk4Gboa2,0.994,0.447,0.439,0.923,0.127,-11.853,0.0908,83.382,0.223
58ylMBq2yqYdHyevarkNWa,0.907,0.524,0.222,0.00124,0.0544,-8.967,0.0346,120.71,0.325
6AAxndfN25URaM9zQJfWbU,0.967,0.574,0.0775,0.54,0.109,-17.753,0.0482,126.923,0.523
3MYojP082i6SdgmUxZWgMu,0.822,0.459,0.187,0.382,0.104,-15.31,0.0473,143.059,0.259
23aDP04QX8MAHA99FLaPtN,0.412,0.467,0.316,0.000351,0.094,-12.072,0.0297,81.013,0.252
79fXdfpOPGaXO1gfdq2onl,0.978,0.507,0.0677,2.74e-05,0.132,-13.766,0.0406,105.393,0.355
5wRlH3diPDfn9jv91hxkUy,0.93,0.336,0.328,0.732,0.111,-15.005,0.0386,184.007,0.222
4hHbeIIKO5Y5uLyIEbY9Gn,0.845,0.574,0.338,0.0,0.165,-11.376,0.042,67.008,0.493
2YQD4iZibMN2lwy7OfAaDe,0.178,0.558,0.789,0.0129,0.794,-13.697,0.229,132.926,0.58
4Tq2fWpX1nLCkMSOPkYb1Y,0.827,0.614,0.233,0.198,0.13,-18.964,0.0568,126.256,0.448
7dQKp25fu61q8xqxPBm17O,0.799,0.559,0.129,2.05e-06,0.111,-19.489,0.0677,123.377,0.347
7DUGRxCf9NFJffb5Eei8Ar,0.913,0.493,0.0421,0.173,0.0777,-18.071,0.0347,102.074,0.172
0wvbb2MxlokwqSvbeoOOHv,0.993,0.511,0.00211,0.982,0.113,-24.812,0.195,107.949,0.255
4USi5QgbTjY3n7hy4WU6E1,0.674,0.486,0.619,0.891,0.106,-8.844,0.029,129.528,0.48
2h0pv8wU8UakPCzmcZSuXE,0.995,0.331,0.139,0.899,0.098,-23.715,0.036,125.645,0.315
6cjjUuY51c5SwTABCVPSYH,0.53,0.617,0.497,0.00662,0.0767,-14.132,0.0471,105.943,0.809
0IffIW3eyCx9aZ36IqOu5o,0.985,0.34,0.0837,0.761,0.0945,-12.072,0.042,138.689,0.119
3HYvS1Dizyfr0b4Xz75hs3,0.728,0.655,0.39,0.0,0.229,-11.045,0.0636,94.533,0.681
4flLgpI2uqoxGPMIq36Im8,0.781,0.43,0.409,0.295,0.191,-14.618,0.0886,121.754,0.23
3AeIbfjydFf46N27feEFri,0.972,0.329,0.0317,0.939,0.147,-21.514,0.0441,75.844,0.267
4CZfPaDW5madfScpZl0nDU,0.99,0.508,0.15,0.899,0.144,-20.844,0.0418,173.36,0.252
0ADAFZE0bYIuaIyPNFl3LE,0.989,0.443,0.0711,0.894,0.101,-20.146,0.0486,175.02,0.596
4zxd4tiXPlWMqoJltbVTbE,0.912,0.485,0.144,0.000114,0.0965,-12.824,0.0362,86.143,0.246
70fy8xF2Oyr49yTi2MvHc7,0.312,0.688,0.375,8.87e-05,0.183,-9.303,0.0596,110.093,0.73
0Qqep9abOtBxR7TAt59MDF,0.528,0.482,0.691,0.812,0.148,-11.539,0.0395,108.432,0.541
53E4C9Ok06r1uGd6kOFkAs,0.53,0.53,0.174,0.473,0.123,-19.832,0.0428,129.727,0.285
6TkNbkFSdxJXm0AoHAgGDd,0.75,0.693,0.258,0.0534,0.27,-14.618,0.0323,70.447,0.615
5MjAGtm2ihbBK9G30ZN3Ju,0.918,0.549,0.169,0.0,0.159,-13.433,0.0779,79.318,0.36
1gAwmiCi0007bdxKCwR7TK,0.454,0.761,0.59,0.00933,0.0926,-10.274,0.0449,158.053,0.895
3l2pObHGPzGmgRWDlAbUJN,0.49,0.652,0.515,0.14,0.962,-19.55,0.118,143.004,0.645
2x91iJc0UkFcjRMEZ2CoWB,0.703,0.638,0.186,0.00103,0.118,-15.831,0.0347,128.372,0.498
6DjOS2PYRPQ8amyhSpdErX,0.98,0.517,0.431,0.856,0.0945,-9.537,0.0551,203.05,0.892
3qPQxLOF4cAi7rvHUn4cqE,0.933,0.58,0.47,0.743,0.098,-8.787,0.168,202.376,0.738
2VNuGy6fugKMyujKri5Elm,0.844,0.256,0.157,0.192,0.12,-17.728,0.0342,81.595,0.145
6BGu9IJlUza0h7YrTWElnD,0.826,0.568,0.122,0.00136,0.0755,-10.547,0.0702,70.775,0.325
64hIGVT0pT44TP0PGGZ2aU,0.804,0.423,0.397,0.806,0.165,-14.851,0.0447,85.478,0.544
6dRx7OUXfvosnXG3g9lWGi,0.899,0.349,0.0219,0.12,0.0906,-21.065,0.0425,177.92,0.224
4YpXSKVrp8jhI7EAPV1xpF,0.0278,0.393,0.912,0.872,0.906,-8.285,0.117,129.86,0.537
2VzRmb0GCPDBv6FddHGu7s,0.496,0.465,0.644,0.179,0.176,-7.646,0.106,81.894,0.355
0fXVCUQrwQTv9397VjP6yU,0.46,0.497,0.282,0.817,0.116,-20.452,0.0644,142.581,0.368
6ybViy2qrO9sIi41EgRJgx,0.883,0.732,0.198,1.1e-05,0.0659,-11.775,0.028,88.174,0.618
6ffJxrVKkPVW4hiRoiteB2,0.99,0.652,0.171,0.864,0.158,-16.1,0.0569,118.883,0.562
6MTgCiralWjgYruZgqJt3Z,0.268,0.55,0.843,0.11,0.157,-7.321,0.0891,94.964,0.478
1OGwtlps3T1Fo70q6zZUAs,0.608,0.523,0.667,0.0227,0.332,-7.283,0.0682,108.162,0.665
796NTbUTaySCOVqvV2XIuB,0.892,0.522,0.192,0.855,0.108,-18.258,0.0492,139.589,0.29
2oEvw0AfrT2fPNpEnBwVml,0.995,0.384,0.036,0.94,0.13,-25.958,0.0449,172.997,0.116
6yAPBF2E4QfcitKoKRiovS,0.444,0.793,0.449,0.917,0.0632,-11.815,0.0293,108.042,0.536
1pkGuASzBeTCbP5J5FJARh,0.932,0.465,0.0697,1.16e-05,0.124,-21.555,0.0363,82.321,0.235
1cpANF6zMBoFoxkoIjZHjv,0.993,0.478,0.0294,0.948,0.105,-25.319,0.0453,124.307,0.148
2d64G7VaZdHQuAquz5HQNu,0.633,0.643,0.175,4.24e-05,0.143,-16.813,0.0391,78.031,0.642
0MmNrhvLcoWjo7AOr0vgka,0.787,0.496,0.388,0.939,0.167,-14.177,0.0382,81.772,0.694
4IVyX0UJzGyUk0MLiz1jVJ,0.844,0.617,0.16,0.00019,0.139,-16.934,0.0471,124.433,0.466
0Y6WjYBWld3reWsTMT8FTd,0.871,0.421,0.0867,0.429,0.115,-18.732,0.037,95.438,0.07
3MC79TErHHp9FODo2ErBQ1,0.957,0.741,0.572,0.707,0.107,-9.415,0.0456,112.832,0.96
3Ysj0cl3Jlb6Ysp6um8QI7,0.801,0.665,0.359,0.106,0.145,-8.887,0.0326,111.639,0.4
3hC0YDVQICezAWyMjzaQSK,0.919,0.492,0.236,5.43e-05,0.114,-11.874,0.0367,135.513,0.546
1wHKgpL6wb7V922tOJCIl3,0.684,0.402,0.206,0.00135,0.107,-19.784,0.0465,168.31,0.427
6wwbh1JrF8ThylMDet0EYX,0.388,0.622,0.616,0.0014,0.0936,-7.356,0.0288,114.925,0.581
4Gl2Ik9qLQK3EcaSl6XLKF,0.686,0.609,0.411,0.0,0.117,-12.39,0.049,116.294,0.748
3xAXSXOjOGs8Uk8Djp2BAw,0.831,0.551,0.304,0.0,0.0907,-9.711,0.0645,128.974,0.559
564Khg2mzPja306jcif1rI,0.884,0.536,0.249,0.854,0.123,-14.381,0.0431,116.289,0.35
3afeZ81GDy59tATovKyH6Z,0.737,0.578,0.438,0.00877,0.097,-11.483,0.0696,89.083,0.79
18ctQdpMkrAxcdCOnqeIOv,0.0678,0.601,0.805,0.865,0.0237,-8.414,0.0395,122.315,0.819
3KSlf0oOA2SLUd9WithXy9,0.964,0.605,0.0223,0.907,0.0851,-22.559,0.0499,67.851,0.223
0b9jIWGchhRtF9XTF9labn,0.967,0.414,0.0545,0.728,0.0858,-15.309,0.0337,100.007,0.0828
1UdkQHQZs7pMWLpZBDVRxl,0.993,0.491,0.126,0.916,0.127,-22.607,0.0371,108.924,0.349
1CFpxBiLtcnBVIbnmAJCBk,0.815,0.649,0.365,0.0,0.117,-14.807,0.116,143.639,0.501
6Zt7JInOOOCdLwdAYvPDDu,0.848,0.597,0.193,5.84e-06,0.123,-13.165,0.0284,87.31,0.258
6lgkhf5XLGA2wvgFeTy2cq,0.76,0.457,0.498,0.000631,0.0858,-7.74,0.037,158.114,0.367
6mdPYIJvkTjFt6k5KeKRVB,0.905,0.415,0.0187,0.194,0.0979,-20.209,0.0363,111.42,0.14
55GovtDfcoF4YyitVEcbg5,0.852,0.534,0.128,0.163,0.171,-16.076,0.0412,89.782,0.347
0488kXJ1YnLMrrM1ssJnev,0.572,0.698,0.278,0.0233,0.105,-15.425,0.0508,81.079,0.77
4bcyZfaAWCN5SwJgYToxkN,0.563,0.69,0.413,0.843,0.08,-13.182,0.0487,104.931,0.513
0TCmgtbTtbLA0OW0EhfEFb,0.761,0.628,0.468,0.0,0.0991,-11.806,0.0852,113.455,0.685
02M2OoPaKPmkCl7kidq6nK,0.655,0.478,0.33,0.847,0.177,-13.283,0.036,113.902,0.455
1rmykIK4vBrCGLq6PR8U5u,0.539,0.492,0.663,0.38,0.127,-9.816,0.217,156.463,0.89
5bKBzuiRn1ZMEWfMJGNQXB,0.754,0.63,0.598,2.88e-05,0.108,-8.969,0.0739,134.259,0.786
3agLlt9JpTB330JWO3IA5v,0.989,0.546,0.299,0.791,0.192,-14.836,0.0635,96.154,0.635
1xaTXPoDk4VOU9XhYX4KJM,0.955,0.427,0.0467,0.0166,0.134,-24.557,0.0395,93.828,0.247
7MmWcH8NQ0e9w8naaWp2l2,0.901,0.62,0.291,0.657,0.893,-14.691,0.11,112.304,0.682
1CDBaGlisZlOJzvx88lL8A,0.794,0.742,0.671,0.00441,0.122,-8.142,0.0407,127.359,0.591
0aWMVrwxPNYkKmFthzmpRi,0.81,0.421,0.0161,0.0021,0.0978,-25.358,0.0374,110.926,0.16
5f0YgH4W4T2ITBpgBpFvrn,0.461,0.781,0.751,1.7e-06,0.191,-7.115,0.0451,165.18,0.837
4Ce66JznW8QbeyTdSzdGwR,0.104,0.581,0.672,0.856,0.0458,-8.279,0.0602,111.154,0.808
643HteZrS2BZW5ILbOeVkk,0.07,0.245,0.454,0.929,0.0846,-8.098,0.0452,120.164,0.0834
09g0zyFNWV9Upz4A9Ey9qM,0.838,0.777,0.447,0.0033,0.201,-10.41,0.0365,98.126,0.702
1P4XzKG2bldGbhg6EO1N23,0.239,0.515,0.489,0.901,0.0736,-10.021,0.0323,106.96,0.683
3xPpJIXIj3VuMSOJzAaeUY,0.859,0.628,0.307,6.82e-05,0.0976,-10.985,0.0271,96.496,0.382
3gMMHNUrq3rPeUfgQcAJ2H,0.861,0.404,0.0602,0.901,0.703,-26.459,0.0422,106.82,0.168
0KeQYOvK25PpIXJLzxcy2u,0.787,0.668,0.307,0.000514,0.101,-13.14,0.0449,127.284,0.522
0CGA0C8Te3rHKqfr2428PT,0.921,0.406,0.157,0.0668,0.0898,-14.357,0.0305,57.671,0.366
2WaYW84yWij5NSCpgSeU2R,0.383,0.577,0.306,0.0,0.18,-11.559,0.0427,125.166,0.568
2QcTsUlTKcrkIH3XVmML7Y,0.473,0.681,0.322,0.906,0.0673,-13.687,0.039,89.152,0.376
7aBKUvEYylCA24Cn8vepJj,0.702,0.398,0.275,0.151,0.978,-16.175,0.0386,170.076,0.436
7yKic0Gqsk4SGNJl4wyJAm,0.941,0.244,0.258,2.23e-06,0.662,-13.129,0.0328,96.703,0.106
0tUq1zaYNoV6ZiYRU2bjqf,0.742,0.429,0.304,0.000674,0.175,-12.261,0.0436,75.075,0.361
6hh4aPNeuGDjOFnKaM5h7W,0.712,0.665,0.329,0.775,0.108,-12.529,0.0601,81.645,0.715
39hw7cHneF75IdMKLSRZOD,0.61,0.623,0.469,0.000324,0.212,-11.689,0.0818,97.589,0.699
1gcuhZPKmTYvn5VT5EZLR6,0.595,0.654,0.311,0.0,0.125,-13.314,0.106,122.167,0.677
1dZHIbmuBDAwXfQOM4dyM3,0.446,0.473,0.67,3.15e-06,0.0957,-7.756,0.0353,152.484,0.808
3haSQ1sTtD7UuRI510NGwr,0.0553,0.551,0.714,0.7,0.0836,-9.772,0.0425,172.458,0.0875
3laCo1tj2egTZLFDEZjbMy,0.981,0.561,0.113,0.934,0.137,-17.493,0.13,140.215,0.089
7E3rc13GL2I5wA6CIFXaxs,0.694,0.574,0.187,0.0,0.0792,-14.762,0.0738,77.859,0.727
5p6me2mwQrGfH30eExHn6v,0.545,0.457,0.219,0.00098,0.0681,-15.325,0.0385,168.55,0.62
2pRGwJJ4FKsmgypuM8uBAR,0.984,0.539,0.124,0.837,0.0841,-7.983,0.0397,90.442,0.417
0m8tSPLHhjhGToD6LW0RPp,0.673,0.503,0.344,0.381,0.096,-19.024,0.0369,108.489,0.468
1Rph9i0FWKDa9Aq9H4iiMx,0.89,0.475,0.0588,0.0238,0.129,-17.464,0.0418,115.642,0.241
73dk1Hmi0bDX9IMYISFuac,0.326,0.635,0.584,0.817,0.058,-13.571,0.0363,137.959,0.609
4lj4cW45UP5tQ8AhRxnQi9,0.857,0.364,0.114,0.635,0.0839,-16.552,0.0333,117.715,0.0575
7aoJg1wQEqMx1t875H5fww,0.762,0.533,0.264,0.084,0.089,-14.845,0.0465,135.048,0.198
6TMoKdGcSIHjLfyzINFB5X,0.903,0.209,0.125,0.0,0.136,-15.836,0.0412,69.563,0.0723
2jz7vSAguRJmBHEA4I6C4N,0.823,0.515,0.339,0.317,0.109,-16.457,0.0283,135.694,0.519
7IAFc5iQti2tzob7Uo7N1Y,0.935,0.513,0.292,0.886,0.0669,-16.83,0.065,105.141,0.229
3Lz7F78L8bmAftMGkwoGCh,0.337,0.805,0.264,0.793,0.114,-12.138,0.108,78.842,0.634
1ohoaGnztWcfczuRDceRdn,0.971,0.428,0.212,0.73,0.169,-15.442,0.032,98.096,0.314
77u2aLfY8KGmMZIDy0RRns,0.848,0.476,0.525,0.0265,0.0669,-9.142,0.046,80.95,0.777
1x9Rj0VuL8PkuTTxy3JAgI,0.45,0.559,0.721,0.701,0.13,-13.329,0.0675,112.302,0.558
1eghoZLe436O2AHiZaoGVQ,0.989,0.559,0.0348,0.231,0.0925,-17.576,0.0484,83.089,0.382
5nrpIB2dVUvhRUs5R9YJ3W,0.996,0.603,0.0443,0.00368,0.177,-12.054,0.0665,66.082,0.233
1QxmKMggKPykokcwBYvjso,0.828,0.497,0.317,0.881,0.107,-15.774,0.0332,127.204,0.17
1oDCK7PW72XEZ1pE5rh87A,0.862,0.226,0.136,8.07e-06,0.302,-19.203,0.0327,79.37,0.263
5sn5E8HsUitOsC70O26l4i,0.99,0.541,0.256,0.602,0.213,-16.317,0.0892,62.84,0.574
3aEJMh1cXKEjgh52claxQp,0.452,0.585,0.247,8.85e-06,0.107,-12.612,0.04,127.15,0.591
5L8ta4ECl5zeA6bGqY7G38,0.853,0.62,0.67,0.896,0.156,-11.575,0.0591,113.492,0.295
21fG5gVN5JiKbyRIUGKzoV,0.0716,0.394,0.785,0.843,0.182,-6.552,0.0384,130.686,0.677
1DgQyMa4f1myDWa21BwgVq,0.269,0.594,0.4,0.0,0.0416,-8.875,0.0373,120.479,0.478
0Otf1ZfYNIjhqFIuJk0fsy,0.991,0.358,0.452,0.864,0.14,-13.02,0.0347,166.973,0.525
11vaRXRIFXJTRr3BuzNbk5,0.954,0.418,0.114,0.608,0.159,-16.13,0.0397,176.739,0.253
4hkL4pzAuVtpS70FzS1i5i,0.683,0.489,0.307,0.0,0.0846,-12.961,0.0412,153.872,0.143
3s2RFp5hU6jEvAmfZrnrAi,0.92,0.442,0.124,0.605,0.21,-22.227,0.0388,65.003,0.2
37sWynfhKopgV5MhZUuWGF,0.88,0.305,0.502,0.954,0.11,-9.171,0.0288,96.105,0.276
2OwOiZ5WfuVKQpgLMs1Kjy,0.799,0.635,0.291,0.00139,0.168,-11.219,0.0521,119.132,0.664
3xXrF1nomzDLLMngfZNmKw,0.856,0.371,0.0884,0.0,0.101,-18.251,0.0376,87.441,0.158
1g6pSS6fGslaQXDiS8iMkW,0.164,0.399,0.277,0.875,0.112,-13.718,0.0396,103.816,0.219
6W5706MsehAWMAZLIg9Fu2,0.967,0.384,0.078,5.49e-06,0.135,-13.77,0.0469,97.427,0.135
6jtqMK07LIrDOKprhrF0vU,0.823,0.315,0.162,2.67e-06,0.133,-11.244,0.0348,181.341,0.174
2fmXnPfzguSp3zKDibCBgv,0.00857,0.74,0.645,0.381,0.0637,-8.481,0.0721,103.773,0.862
2zQl59dZMzwhrmeSBEgiXY,0.262,0.724,0.414,0.111,0.0785,-11.19,0.0588,146.939,0.719
5xZRuFUCf8PVtwBpVgUv5R,0.929,0.515,0.175,0.000746,0.0979,-17.189,0.053,73.205,0.548
6ayLAOntQVRThYftwlNc00,0.63,0.475,0.398,3.41e-06,0.224,-9.831,0.0779,149.598,0.229
0dWOiVQwoUYTtXD0VVgmJQ,0.743,0.563,0.242,0.0,0.166,-16.004,0.0327,87.771,0.647
5o3DSHw1ORhM3lWxqGRvEf,0.771,0.508,0.149,0.00474,0.115,-18.305,0.0313,139.444,0.365
1B8RSIxmwcjad7XUJjeCK2,0.702,0.508,0.537,0.0,0.362,-4.732,0.0441,129.865,0.644
0V3K5h6d8Epqg4k60O1IBB,0.763,0.528,0.542,0.00676,0.0546,-9.372,0.0477,125.467,0.652
5h1mm1R9Jy531CbvptILX7,0.807,0.286,0.31,0.000128,0.0988,-12.368,0.0275,86.966,0.153
5AwiuA7soTqIEcgOrPTQuv,0.576,0.592,0.449,4.45e-05,0.157,-8.463,0.0374,120.245,0.766
13VdXFe27FOq9CW2CJaxID,0.572,0.432,0.629,0.76,0.11,-10.583,0.0615,89.315,0.643
2jfiDZCg4UjLJEFktdcAV4,0.0503,0.647,0.512,0.925,0.0989,-13.619,0.0745,116.981,0.582
7nhoZnR7T2a4DYbCpPzIVt,0.978,0.403,0.0849,0.835,0.101,-20.62,0.0437,112.232,0.182
0kC2pQf3a4Cdvs16KTbWCC,0.889,0.255,0.403,0.663,0.0994,-14.777,0.0371,171.04,0.476
5MTKhfttMpjGObYVvq3ktx,0.0752,0.435,0.664,0.138,0.0871,-11.251,0.0518,136.121,0.62
11cHTwgw5L3qrNcv5Ugv0O,0.387,0.574,0.541,0.00183,0.301,-12.369,0.0566,129.335,0.679
27kbv0zhEhp3cgzcCMHq8r,0.269,0.317,0.732,3.56e-05,0.0745,-7.146,0.0679,103.958,0.474
5CMw1IWB7JOpUY9nk54n1K,0.958,0.732,0.138,0.0,0.107,-14.28,0.0431,118.44,0.634
18KSLe1ScEmgFt1XnyRSCV,0.441,0.431,0.491,0.000458,0.134,-10.746,0.0562,148.243,0.577
0uR3d0l3SrQmKP5EEXiVOF,0.157,0.634,0.729,0.727,0.112,-9.001,0.0419,94.26,0.952
1alFoGypugpy7sxCk1pQoH,0.929,0.293,0.119,0.0,0.121,-12.459,0.0335,96.725,0.246
5JVLklFBxXYa6HKYKx3Beo,0.0679,0.255,0.599,0.828,0.208,-10.877,0.0321,65.013,0.82
4vLYewWIvqHfKtJDk8c8tq,0.705,0.517,0.151,0.00136,0.116,-17.266,0.0373,136.356,0.21
2kF9Ijd7I2Kk2P4bYqUmzG,0.546,0.652,0.356,0.000103,0.132,-13.733,0.0419,148.822,0.56
